chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
6	132214418	ENPP1	-2.128	-0.973	1.906	-2.444	-2.386	-0.04	-0.439	-0.019	0.676	0.347	1.749	1.133	0.034	-1.086	-0.612	-1.033	-0.837	0.431	1.503	-1.882	-2.976	-1.291	0.736	-2.266	0.206	0.561	1.768	-0.312	1.522	1.556	-0.812	-1.029	2.395	-1.279	0.793	-2.402	0.942	0.68	0.638	1.93	1.059	0.06	1.656	-3.789	-3.304	-1.976	0.013	0.462	0.259	-2.224	-1.266	-0.278	-0.454	-0.174	-0.516	-2.927	-4.133	-1.31	-0.778	-1.719
6	132711622	MOXD1	-0.579	-1.706	0.299	-2.111	-1.372	1.007	-1.322	-3.351	-1.634	-1.472	-0.062	-2.208	-0.531	0.902	-3.287	2.844	0.598	-0.86	-0.555	-1.752	0.037	0.413	-0.429	-0.786	1.594	-2.895	-1.088	1.709	-2.341	-0.525	-1.483	-2.805	-0.85	2.618	-1.85	2.193	-2.304	-2.22	-3.422	-0.508	-1.315	-1.179	-0.914	1.637	-0.811	1.063	-2.165	-1.167	-0.993	-0.74	-1.096	-1.564	-2.987	-0.799	0.159	-1.18	-0.934	-2.202	-1.102	0.004
6	133113708	VNN2	-1.472	-0.929	4.345	-1.004	-1.33	1.566	-0.249	-0.909	-1.642	-1.371	1.027	0.181	0.002	1.516	-2.013	-0.346	-1.441	-0.691	0.881	-1.512	0.829	3.469	-0.631	-0.579	0.647	1.028	-0.852	2.244	-0.241	-0.263	-1.573	-0.009	1.108	1.763	-0.76	0.226	-2.454	-1.889	-2.044	-1.611	0.339	-1.82	-1.595	2.359	0.603	2.862	-1.891	-0.079	1.884	-0.54	0.618	0.319	0.158	-0.685	0.45	0.131	-1.35	-1.519	-1.79	1.125
6	135563074	MYB	1.821	-2.714	-2.518	-4.584	-1.721	-0.657	-0.133	0.276	1.394	0.389	0.751	0.81	-3.298	-3.089	0.373	-2.903	-2.345	0.243	-1.326	-0.896	-4.904	-0.557	0.646	-4.532	-2.123	1.683	1.365	-0.503	1.009	-0.299	-2.652	1.848	0.75	-2.325	1.361	-3.475	-0.515	1.029	1.156	1.611	-2.29	-0.162	0.21	-1.727	-1.53	-1.768	1.112	1.499	0.339	0.238	-2.522	-0.437	-0.001	-1.803	-1.497	-1.657	0.236	0.936	-0.421	-1.694
6	137385396	IL20RA	-4.426	-4.654	-0.151	-2.981	-3.285	-3.255	-4.043	0.939	1.09	0.387	1.397	1.688	0.224	-1.195	-0.333	-3.47	-0.738	-1.608	0.589	-2.996	0.249	-4.405	2.328	-3.589	-1.18	1.996	3.217	0.775	-1.417	-0.031	-5.181	0.914	1.73	-0.941	1.511	-0.19	1.185	-4.29	-2.359	-1.167	-2.657	2.326	0.379	-0.342	1.524	-0.798	2.295	-3.197	0.406	-4.229	-0.863	1.092	2.837	-3.662	0.23	-1.492	-1.198	2.842	1.82	0.422
6	137521564	IL22RA2	-0.307	0.524	-0.199	7.537	-0.533	1.413	-0.267	-0.971	-0.837	-0.548	0.081	-0.558	-0.86	0.92	0.262	2.416	-0.208	-0.176	6.045	-0.288	2.115	2.546	-0.63	0.456	1.135	-0.534	-0.722	2.024	-0.317	1.518	2.623	-0.586	-0.706	3.777	1.696	2.215	-0.643	-0.799	-1.016	-0.753	1.188	-0.362	-0.888	4.853	5.302	3.438	-0.345	-1.599	2.111	-0.51	0.69	-0.016	-0.323	-0.562	1.223	1.791	5.155	0.067	-0.755	1.48
6	142736922	GPR126	-1.311	0.491	2.831	1.958	0.679	2.039	-0.479	-0.049	-1.008	-0.952	1.361	-1.639	0.938	2.22	2.199	0.88	-0.133	-0.723	1.247	-1.168	1.858	-0.344	-0.534	1.439	1.677	-1.832	-1.095	0.813	-0.868	3.687	-0.138	-0.699	-1.643	2.48	-1.506	1.114	-1.259	-1.056	-2.066	0.747	2.002	-0.766	-1.047	1.179	2.759	2.284	-0.901	-1.441	1.533	-1.413	1.913	-0.682	-0.835	-0.009	0.621	1.867	1.978	-0.956	-1.267	1.875
6	147902185	SAMD5	4.276	-1.493	2.617	3.446	4.081	0.01	-1.352	-1.516	-0.278	-1.139	-1.542	-0.027	-0.488	-0.686	0.401	-0.068	-0.628	-0.963	0.153	-1.122	-0.762	-0.035	0.072	1.441	-0.572	-1.563	-1.361	0.238	0.368	-0.793	-0.184	-0.851	-0.775	-0.665	-1.454	2.532	-1.179	-1.121	-2.024	-0.927	-0.61	0.02	-0.981	-1.162	-0.202	-0.216	-0.825	-1.531	-1.005	-1.454	-1.619	-1.604	-0.844	-1.25	2.784	0.696	-1.611	-1.553	-0.374	0.129
6	149274891	UST	1.341	-0.797	0.965	1.409	2.416	1.218	-1.747	-3.097	-0.486	-2.533	-1.264	1.132	-0.498	0.14	-1.657	1.087	1.936	1.086	0.509	3.406	-0.379	1.327	-0.139	-2.251	-1.651	-0.661	-2.34	-0.129	-2.385	-1.201	-2.718	-1.876	-2.059	0.694	-1.704	4.493	-1.648	1.979	-2.941	-0.141	-0.786	-0.014	2.681	0.874	0.609	-0.736	-0.704	0.768	0.083	0.036	1.51	-0.855	-2.411	1.508	-0.046	2.358	-2.779	-3.867	-1.948	-0.723
6	150252546	RAET1E	-1.272	-1.26	0.254	-1.403	-0.257	-1.146	-0.578	-1.051	2.838	1.069	2.212	-0.626	0.959	-1.108	0.779	-1.642	-0.636	-0.656	0.509	-1.007	0.914	-0.478	-0.773	-1.771	0.081	1.522	3.285	1.901	0.232	2.426	-1.427	-0.319	0.634	-1.95	2.533	-0.524	0.844	-0.295	-1.181	0.149	-1.491	1.445	-0.036	3.013	1.157	-0.007	-0.86	0.312	0.979	-0.513	-0.839	-0.601	2.65	-0.335	-0.537	2.536	-0.937	-1.08	-0.657	0.275
6	150559550	PPP1R14C	3.592	4.93	0.284	5.429	0.292	-0.29	-2.434	-2.091	-0.887	-2.107	-1.292	-0.989	0.203	2.352	-1.189	4.87	0.809	-0.258	3.035	-1.482	4.936	-1.705	-1.621	4.119	5.475	-1.877	-1.411	4.544	-2.067	2.14	2.75	-1.796	-2.187	5.792	-0.191	3.005	-0.094	-1.538	-1.308	1.926	-1.095	1.015	-1.249	5.549	4.203	2.016	-1.439	-0.858	0.811	-2.581	4.534	-1.414	-1.517	2.265	2.284	4.966	-1.684	-1.904	-0.735	3.33
6	150749589	IYD	-2.218	-0.86	3.524	-0.999	1.38	0.675	-1.22	-0.244	0.94	2.622	4.214	-0.902	2.745	2.598	-1.5	-0.275	1.789	3.243	-0.866	-0.206	-0.926	-1.124	1.16	-0.897	-0.775	3.837	-0.061	3.777	1.864	2.312	-1.317	0.579	-0.236	-0.354	-0.194	-0.325	-1.072	-1.128	0.771	-0.248	-0.646	-0.43	-0.722	-0.951	-0.941	1.144	0.462	0.692	-0.329	-0.343	3.598	0.221	-0.133	-0.739	2.641	-0.805	-0.761	-1.209	1.325	2.085
6	151791299	RMND1	0.421	-0.715	-1.125	-0.078	-0.527	-0.856	0.152	3.691	1.038	-0.245	1.136	1.069	-0.767	-1.199	-1.027	-0.679	-0.543	-0.572	-0.926	0.252	-1.396	-0.359	1.368	-2.261	0.866	0.357	1.649	-0.617	0.525	0.479	-1.444	0.084	3.906	0.187	1.024	-1.526	1.052	1.236	2.487	3.751	-1.405	0.332	1.279	-1.037	-0.824	-0.445	3.664	3.345	-0.369	2.746	-0.547	1.155	-0.291	0.66	-0.633	-0.119	-0.963	0.178	1.213	-1.349
6	151824020	C6orf211	-1.522	-2.106	-0.933	-1.556	-1.473	-1.112	0.043	3.671	1.551	-0.476	2.106	2.017	-0.721	-1.88	-2.008	-2.112	-1.182	-0.607	-1.248	2.34	-2.398	-1.011	2.55	-2.95	-0.787	0.154	3.027	-0.622	0.814	0.937	-2.228	0.536	3.302	-1.024	0.499	-2.564	1.502	1.596	3.103	3.608	-2.405	-0.28	1.323	-1.317	-2.198	-1.989	2.914	3.102	-0.983	2.616	-2.007	0.706	0.353	0.4	-1.06	-2.079	-2.557	0.162	1.942	-1.91
6	152259712	ESR1	-8.045	-7.67	-4.647	-7.81	-5.903	-3.072	1.202	2.429	2.074	1.243	1.627	2.719	-2.597	-5.29	-7.295	-7.315	-4.399	0.514	-4.93	1.676	-4.397	-0.613	1.588	-7.013	-7.748	2.057	2.926	-4.253	2.817	-1.256	-7.832	2	2.737	-3.39	0.968	-1.73	0.307	1.997	2.3	2.467	-6.792	1.07	1.576	-1.83	-5.153	-4.139	1.857	2.186	-3.997	1.905	-6.247	-0.761	0.766	-0.637	-6.091	-4.49	-7.376	1.695	2.05	-6.607
6	154820784	CNKSR3	2.982	0.64	0.799	1.678	-0.743	0.275	1.462	-0.47	-0.918	-1.909	-1.79	-0.971	-2.257	-0.064	0.596	0.499	-1.888	-2.283	-1.078	0.188	1.036	-0.1	-0.72	0.438	2.339	-1.389	3.701	0.051	0.569	0.504	1.563	-0.061	-1.457	1.985	-2.937	-0.768	-3.694	-0.245	1.423	-1.781	-0.199	3.873	1.598	0.364	1.535	0.344	-1.082	-0.279	1.135	-1.768	0.295	-1.896	4.378	2.383	0.472	1.156	-0.572	1.962	-1.806	2.022
6	165828172	PDE10A	3.149	-1.532	2.442	-2.212	4.277	0.535	-0.73	-1.398	-1.161	-0.777	-1.104	-0.861	-0.141	4.289	-0.397	-1.123	1.825	-0.422	1.652	-1.313	-0.839	-0.357	-0.195	0.152	-0.461	-0.957	-0.234	-0.047	1.601	2.304	-0.848	-1.65	-0.478	-1.113	-1.775	3.272	-1.164	-1.901	0.256	-0.417	-0.402	-0.907	-0.505	-0.977	0.12	3.92	-0.7	-0.422	0.075	0.082	-0.169	-0.361	-2.587	0.08	5.07	1.812	0.785	-2.324	-0.693	0.186
6	167464424	CCR6	-0.983	-1.339	-1.416	1.18	-0.81	2.505	0.612	-1.24	-2.439	-1.567	-0.051	-0.106	-1.598	-0.244	-2.442	-0.916	-2.218	3.026	-0.477	1.193	-1.322	4.452	0.292	-1.536	-1.065	-0.448	0.116	0.033	0.025	-2.114	-2.948	0.532	-0.243	0.00025	-2.341	0.798	-1.802	-0.936	0.317	0.012	-0.725	-0.384	-1.523	1.523	-0.257	0.546	-1.028	-0.896	-0.57	1.153	-1.394	1.898	-0.465	-2.409	0.566	-1.055	-1.381	-0.955	-1.627	0.084
6	168456842	DACT2	4.421	-1.387	-0.28	3.702	-1.268	1.328	1.229	-1.656	-2.539	-1.658	-0.946	-1.683	-1.097	-0.479	-0.95	-1.141	0.015	-1.625	1.097	-1.06	-0.76	1.304	-1.008	0.502	2.022	-1.687	-1.026	-1.22	-1.809	-1.591	0.083	-0.328	-0.143	2.168	-2.058	-1.71	0.014	0.141	-1.043	-0.843	0.18	-0.415	-0.364	2.318	2.907	-0.18	2.152	-1.715	-0.923	-1.308	-0.534	-0.983	-1.97	4.276	0.193	0.056	-1.473	-2.605	-0.995	0.336
6	169376930	THBS2	-1.422	-2.913	1.866	-2.161	-0.48	-1.409	-2.861	-4.625	-1.794	-2.621	-1.87	-2.163	0.992	-0.035	-0.725	-0.707	1.182	0.33	-0.505	-2.878	-1.649	-2.878	-2.452	-0.567	-1.927	-4.484	-2.957	1.466	-1.982	0.744	-0.657	-3.468	-1.839	-1.868	0.394	-2.932	-2.123	-3.513	-4.596	-1.395	-0.288	-2.431	-1.062	-1.681	-2.042	-2.463	-2.552	-0.953	-0.706	-2.333	1.2	-2.48	-4.055	-0.556	0.692	-1.186	-0.818	-3.627	-1.478	0.979
7	1096472	GPER	-2.5	-2.249	-0.688	-2.139	-1.194	-0.939	3.795	-0.646	3.135	1.048	1.567	-1.418	-1.379	-1.634	-2.198	0.942	-1.337	0.541	-1.958	2.211	-1.048	-0.377	0.006	0.759	-1.817	0.027	2.656	-2	-1.005	-0.496	-1.239	4.429	0.135	-2.443	-1.164	0.274	1.022	3.208	-2.422	0.276	-2.018	2.659	2.558	-0.655	-1.732	-2.575	-0.248	0.427	-0.288	1.966	-0.606	-0.816	0.149	3.721	-1.461	-0.487	1.484	2.518	0.51	-0.756
7	2703642	AMZ1	-2.181	-2.433	-1.407	-1.739	-0.745	-1.078	-3.972	-1.156	1.154	-3.468	0.013	-2.023	-0.509	-1.351	-1.695	-1.166	-1.153	2.8	-0.559	0.467	-1.793	2.515	-0.323	-1.442	-1.472	2.759	-2.387	-1.383	-2.67	-1.791	-1.494	-2.159	-1.247	-1.816	2.346	-1.664	2.361	-1.711	-0.11	2.658	-1.379	1.314	2.241	-0.689	-1.361	-2.332	2.569	2.87	-0.985	-0.144	-1.246	1.673	-3.256	1.123	-0.521	-0.495	-3.209	-3.022	2.134	-1.155
7	5078798	LOC389458	-0.511	-0.718	1.585	0.888	-0.504	0.031	-0.222	0.116	0.097	-0.208	0.068	-1.208	0.246	-0.268	1.252	-0.66	1.283	2.766	1.565	0.04	3.293	0.309	1.949	1.423	-0.377	-0.047	-0.616	0.372	0.884	0.258	0.061	-0.533	-0.404	0.243	-1.335	-0.366	3.807	-0.391	2.793	-0.226	-0.364	-0.351	-0.862	-0.631	2.105	-0.314	0.495	-0.397	0.422	0.425	2.257	-0.033	-0.336	1.527	-0.297	0.414	-0.182	-0.561	0.09	0.086
7	8599614	NXPH1	2.643	0.26	5.015	-1.073	8.767	7.519	-0.624	0.888	-1.248	-0.097	5.568	0.77	7.351	1.456	-1.883	-1.268	5.541	0.819	2.472	5.329	-1.416	-0.258	2.381	-0.218	-0.306	-0.556	0.036	4.087	1.475	-0.375	-1.375	-0.581	-0.695	-0.503	-1.105	-0.869	-0.866	2.589	0.553	0.053	1.841	0.672	5.974	-0.44	-0.497	-0.395	-0.917	-1.822	-0.913	0.111	5.853	3.878	-0.139	5.276	1.644	-0.233	-1.294	4.053	5.351	-0.653
7	12618240	SCIN	-3.944	-2.427	1.482	-0.488	1.502	-0.118	-0.349	0.294	-0.457	-0.685	-0.765	0.836	0.67	0.952	-0.455	0.572	-0.111	0.69	-0.773	-0.613	-0.608	-2.244	-1.218	0.539	-1.18	-0.415	0.257	0.229	0.908	-0.279	-0.012	-1.62	-0.841	0.052	-0.637	0.485	-1.116	-0.808	1.493	-1.039	3.051	-1.104	-1.519	-1.251	0.325	3.17	0.176	-0.337	0.435	-1.743	0.183	-1.036	0.158	0.922	0.309	-1.033	-2.267	-1.907	-0.712	1.823
7	15655097	MEOX2	-0.99	-0.798	-0.507	-2.023	-2.441	-0.887	-0.65	-1.432	-1.058	-1.268	-0.602	-1.265	-1.025	-0.842	-1.014	0.75	-1.148	-0.754	-1.118	-1.56	-1.411	2.432	0.889	-0.482	-0.531	-1.147	-0.065	-0.544	-0.762	-1.144	1.329	0.733	-0.609	-1.801	-1.23	-2.946	-1.469	-2.037	-1.47	1.297	0.703	-1.639	-0.276	-1.016	-0.069	-2.091	-1.361	-1.002	-0.809	0.359	-0.384	-0.553	-1.304	-0.354	-0.217	-1.207	-1.44	-0.978	-0.354	2.327
7	16469814	SOSTDC1	4.736	5.138	4.078	3.911	-3.341	-2.373	-1.801	-2.007	2.379	-2.948	0.798	-2.476	-1.862	-3.421	1.41	4.192	0.239	-1.857	-1.741	-2.523	2.663	-2.052	-1.191	2.086	3.5	-3.442	0.327	-0.306	-3.222	-2.532	5.829	-2.366	-2.148	3.383	-1.628	2.74	-1.336	-2.832	-1.177	-2.413	7.232	0.533	4.464	5.623	0.134	-1.646	-1.284	-2.111	-1.994	0.123	2.063	-1.927	-2.465	-2.997	3.359	4.562	3.179	-3.292	0.201	0.32
7	16775280	TSPAN13	-1.03	-0.215	1.151	-2.125	-0.805	-0.922	0.085	1.851	-0.364	0.311	0.354	0.316	-0.347	-0.462	-1.737	-0.708	-0.453	1.037	-0.992	2.208	-0.984	-1.374	1.706	-3.128	-2.175	0.02	-0.536	0.439	0.691	0.33	-0.178	2.38	0.326	-1.919	-0.131	-1.937	0.664	0.234	0.884	-0.216	0.335	-0.458	1.2	-3.099	-2.878	-0.403	1.921	-0.57	0.102	2.117	-0.158	-0.793	0.706	0.708	-0.142	-1.22	-0.747	0.911	1.963	-0.746
7	16805026	AGR2	-7.379	-5.679	1.714	-5.17	-0.096	-1.91	0.395	1.759	-1.597	-0.448	2.015	-1.411	0.608	-1.657	-7.122	-3.364	-0.327	-2.495	0.173	2.018	-5.659	-0.14	2.158	-5.959	-6.748	1.876	-0.384	-1.259	1.021	-2.789	-6.076	2.601	-0.892	-7.375	0.218	-4.266	1.286	0.067	1.678	-0.842	-0.091	-0.784	1.466	-2.853	-4.857	0.965	1.922	-0.779	-0.95	2.092	-2.586	-4.631	-0.92	1.03	-0.37	-3.224	-5.354	1.603	0.979	-2.436
7	16876846	AGR3	-9.775	-8.96	-6.818	-8.659	-6.418	-7.277	0.842	0.743	-1.183	-0.311	-1.043	0.217	-1.457	-8.909	-9.049	-9.498	-6.902	-2.111	-9.157	1.91	-7.609	-1.77	2.736	-8.595	-7.085	1.856	-2.476	-7.154	0.45	-7.901	-7.596	1.049	0.651	-10.268	-0.573	-6.124	0.773	-0.146	0.925	0.539	-2.99	0.274	0.915	-9.572	-9.916	-1.297	1.3	-0.15	-8.948	1.082	-7.379	-3.14	1.186	0.692	-6.27	-9.002	-9.601	1.509	0.41	-9.206
7	21728534	DNAH11	1.179	-0.085	2.579	1.647	-0.354	-0.002	0.378	2.833	-0.13	-0.711	-0.254	0.828	-0.471	1.077	2.914	-0.23	0.496	-0.146	2.058	-0.928	-0.815	-0.257	-0.369	4.198	0.457	-0.268	0.555	0.477	-0.428	2.655	1.685	-0.543	-0.238	2.085	-0.095	1.329	0.254	-0.49	-0.46	0.088	0.874	0.794	-0.141	2.029	0.805	5.723	2.447	0.06	2.996	-0.343	2.551	0.584	1.493	2.535	2.852	1.914	-0.834	-1.201	1.381	2.618
7	22735718	IL6	-0.038	0.748	2.254	2.381	-1.666	0.619	0.6	-2.144	-1.864	-1.791	-0.808	-2.631	-0.761	-0.226	-1.341	-1.012	-1.417	-1.632	0.027	-1.376	2.265	3.057	1.03	-0.002	-0.107	-2.434	-1.071	-0.124	-0.716	-1.085	1.222	-1.443	-0.743	0.19	-1.086	2.728	-1.073	-1.895	-2.165	-1.534	3.665	-1.273	-1.349	0.489	-1.18	-1.581	-1.459	-1.954	1.581	-1.483	-1.034	-0.384	-1.676	-1.208	1.18	2.975	-0.292	-0.56	0.742	1.102
7	23777562	STK31	0.76	1.037	-0.138	1.215	-1.883	1.869	-0.767	0.759	1.857	-0.34	-0.897	0.626	3.424	-1.17	0.304	3.521	3.212	5.913	-1.14	0.39	-0.959	0.029	-0.805	-1.96	2.665	0.576	-0.419	3.935	1.071	2.083	-0.452	0.181	-0.997	3.356	-1.919	0.025	-0.532	2.376	-0.393	-0.866	-0.951	-0.15	-0.815	3.972	-0.418	1.79	0.401	0.864	-1.18	1.486	2.445	0.663	-1.899	1.828	4.5	1.392	3.139	0.122	-1.439	1.347
7	24636816	MPP6	1.256	3.511	-0.489	1.593	-0.265	-0.025	-0.645	-2.773	1.177	-1.844	-2.016	-2.56	-0.993	1.311	0.257	1.472	0.61	-0.528	1.589	-1.676	3.087	0.549	0.539	-0.362	0.844	-2.394	-0.524	2.681	-0.433	4.139	1.741	1.627	-1.505	1.851	-0.498	2.494	-0.936	-1.64	-2.534	0.275	1.136	0.363	-1.517	0.28	1.61	-0.553	-0.742	-1.301	2.156	0.49	-0.636	-0.124	-1.558	1.458	0.176	1.813	2.875	-2.523	-1.141	1.862
7	26175826	NFE2L3	1.901	2.171	-0.552	1.453	2.098	0.84	-1.766	0.419	0.943	-2.047	1.748	0.557	-0.839	-0.903	1.94	3.056	-1.712	-0.569	0.959	0.875	2.118	0.907	-0.27	1.444	2.371	-0.125	2.238	0.723	-1.177	1.814	1.509	-1.462	-0.671	2.264	-0.784	1.521	-1.428	-0.537	0.353	0.863	1.622	-1.831	-2.383	2.134	3.425	-0.681	2.553	0.876	1.365	-1.356	-0.099	0.316	-2.092	2.57	2.686	-0.184	-0.136	0.388	-1.145	-0.829
7	27135787	HOXA4	3.506	4.004	0.236	-1.523	-0.816	-1.031	-0.78	-1.609	-0.983	-1.24	-1.343	-1.878	-0.28	-0.609	2.356	2.042	-0.155	-0.441	-1.261	-1.455	-1.93	0.071	0.041	1.354	-2.184	-1.636	-0.625	-0.568	-1.11	1.258	3.691	-1.547	-0.407	-2.165	-0.772	-1.208	-1.527	-2.287	-2.444	0.308	-0.823	-0.971	-1.726	0.127	-1.185	1.794	-1.003	-0.343	-0.124	-0.013	-0.147	-1.45	-1.359	2.729	0.344	0.373	0.612	-1.815	-0.69	1.921
7	27148504	HOXA5	3.152	2.391	0.65	-0.022	-0.928	-1.063	-0.453	-2.182	-1.019	-1.077	-1.888	-1.629	0.43	-0.337	2.364	1.873	-0.024	-0.642	-1.301	-1.835	-2.121	0.211	-1.22	-0.762	-1.934	-1.952	-0.965	-0.927	-1.401	3.919	1.998	-1.3	0.538	-2.118	-1.267	-0.576	-1.084	-2.018	-2.115	-0.655	-1.391	-0.027	-1.263	1.313	-0.031	1.829	-1.522	-0.911	-0.797	-0.617	0.015	-1.517	-0.795	1.672	1.704	-1.099	1.917	-2.021	-1.145	2.593
7	27170128	HOXA9	4.869	4.066	-0.169	-0.654	-0.683	-0.678	-1.296	-2.196	-0.987	-1.263	-1.586	-0.95	0.384	-0.284	3.197	1.375	0.129	-0.13	-1.583	-1.699	-1.343	-0.13	-0.927	1.209	-1.188	-1.456	-1.05	0.065	-0.31	5.999	3.965	-0.939	-0.768	-1.544	-1.648	-2.328	-1.581	-2.361	-2.383	0.502	-1.023	-1.23	-0.821	2.511	-2.355	-0.127	-1.117	-0.039	-0.122	-0.99	0.009	-1.551	-2.572	4.683	3.782	-1.684	-1.31	-1.809	-0.422	4.822
7	27178607	HOXA10	4.167	2.022	1.307	1.012	-1.153	-0.768	-1.306	-1.949	1.59	-1.131	-1.201	-0.976	0.561	0.517	-0.909	3.016	0.148	-0.66	-1.151	-1.984	-1.116	-0.298	-1.415	1.638	-0.849	-1.544	-1.029	-0.465	1.986	4.038	3.307	-1.411	-0.864	-1.812	-0.252	-1.027	-0.796	-1.732	-2.345	0.725	-0.591	-1.315	-0.864	0.082	-0.725	1.789	-1.359	-0.662	0.679	-0.811	0.199	-0.175	-1.615	3.744	2.738	-1.182	-1.911	-1.908	-1.119	3.486
7	27204636	HOXA13	2.864	-0.415	2.764	1.018	-1.531	-0.622	0.469	-0.918	1.2	-0.183	0.171	-0.73	-0.229	-0.564	0.201	4.113	0.092	-0.056	0.361	-0.045	-0.994	-0.776	0.024	0.05	0.077	0.393	4.19	-0.288	-1.049	0.249	2.608	-0.746	-0.196	-2.923	-0.894	-0.098	-0.224	0.348	-0.339	0.303	2.17	-0.658	0.445	-1.196	0.25	2.834	-0.603	-0.628	2.661	0.014	3.418	-0.477	2.099	5.089	3.683	-1.171	-0.766	-1.417	-0.624	1.195
7	29571694	PRR15	-3.86	-4.116	-0.262	-2.47	-1.193	1.156	0.823	1.556	-2.513	0.014	1.437	0.049	0.403	-0.816	-4.477	-4.776	1.236	1.084	0.55	1.796	-3.961	-0.698	0.967	-3.295	-4.694	0.751	-0.464	0.055	1.521	2.426	-4.625	0.585	-4.583	-4.377	0.071	-3.971	0.526	0.264	1.368	0.113	-1.857	0.06	0.453	-3.127	-1.636	0.588	1.558	-1.599	-1.208	1.041	-2.018	-0.604	1.615	-4.628	0.117	-2.456	-4.093	0.743	1.155	-0.866
7	36427940	ANLN	1.741	1.03	1.175	2.325	-1.27	0.493	-1.222	-1.372	-1.472	-0.459	0.156	-1.939	-0.168	0.661	1.938	1.771	0.587	-0.728	1.591	-0.041	1.322	-1.458	-0.437	2.036	1.711	-0.579	0.082	2.288	-1.154	-1.029	1.123	-1.697	0.033	0.804	-0.185	1.505	0.126	0.084	0.782	-0.758	1.13	-1.836	0.873	0.954	1.665	0.011	0.585	-1.501	1.84	-1.359	1.557	0.778	-2.22	0.847	0.815	1.776	0.985	-0.622	-0.595	1.619
7	37917554	SFRP4	-3.287	-2.764	0.847	-2.557	-0.722	0.06	-0.858	-6.7	-2.935	-1.132	-0.795	-1.989	0.272	0.769	-1.53	-1.212	-0.372	-0.233	-1.377	-1.379	-3.679	-0.135	-0.318	-1.91	-4.51	-6.867	-0.924	1.813	-0.328	0.062	-2.623	-3.282	-0.388	-1.615	-2.508	-1.64	-1.296	-4.681	-5.874	0.239	-0.472	-4.244	-0.899	-1.773	-1.292	-4.014	-3.382	-0.647	-2.277	-2.36	0.548	-2.114	-3.802	-1.361	0.293	-3.964	-0.776	-1.792	-0.968	-0.384
7	38513756	AMPH	0.035	-0.718	0.052	-0.355	0.199	-1.849	-1.347	-0.977	-0.44	-1.686	-1.65	-0.932	-0.581	-0.526	-1.726	2.434	-0.204	0.861	0.217	2.143	-1.601	-2.024	-1.336	-2.115	-0.645	-0.236	-0.425	0.217	1.315	-0.577	-1.299	2.934	-1.534	-1.826	-0.749	-2.329	2.844	-2.707	-1.618	-0.391	-0.986	-1.66	-0.85	-1.707	-2.548	-0.744	-1.623	-0.878	0.214	-1.753	-0.105	-1.273	-1.128	2.132	-0.015	0.735	-1.542	-1.699	-0.354	0.659
7	42105108	GLI3	-4.105	-4.422	-1.113	0.004	-0.3	-0.098	-0.357	0.25	0.244	-0.61	-0.209	0.791	-0.174	-2.158	-2.43	-1.689	-1.245	-1.264	-0.798	0.641	-2.419	-0.399	-0.51	-0.577	-0.833	0.406	-0.307	-1.567	0.019	-1.17	-0.485	0.195	0.057	-2.139	-1.076	-0.634	0.464	0.336	1.366	1.995	-0.052	0.444	-0.616	0.543	-3.3	-1.087	0.782	0.756	-0.445	-0.263	-1.11	-3.051	-0.489	-0.67	-0.656	-0.858	-4.792	-0.498	1.85	-1.868
